,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Total_Interaction,User Type,User ID,Country ID,Classified Sentiment,Platform ID
266,Embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14,28,UK,2022,7,17,6,42,Regular User,User_267,UK,Negative,IG
267,A playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17,72,Influencer,User_268,AU,Negative,FB
268,Floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams,Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,#Inspired #CloudsOfCreativity,18,36,India,2021,12,8,14,54,Influencer,User_269,IN,Negative,X
269,Navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance,Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,#Contentment #TranquilWaters,20,40,Canada,2019,4,27,9,60,Influencer,User_270,CA,Negative,IG
270,With empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care,Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,#Empathetic #LanternOfCompassion,16,32,USA,2023,9,3,21,48,Regular User,User_271,US,Negative,FB
271,A free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities,Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,#FreeSpirit #WingsOfDreams,22,44,UK,2020,6,10,10,66,Influencer,User_272,UK,Negative,X
272,Bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart,Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19,38,Australia,2022,4,1,18,57,Influencer,User_273,AU,Negative,IG
273,Confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace,Confident,2021-01-15 13:00:00,DanceStrider,Facebook,#Confident #DanceOfLife,23,46,Canada,2021,1,15,13,69,Influencer,User_274,CA,Positive,FB
274,Hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities,Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,#Hopeful #BrighterTomorrows,15,30,India,2023,5,6,7,45,Regular User,User_275,IN,Negative,X
275,Playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air,Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25,50,USA,2019,11,18,15,75,Influencer,User_276,US,Negative,IG
276,Whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination,Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,#Inspired #TalesToTheStars,14,28,UK,2020,8,29,20,42,Regular User,User_277,UK,Negative,FB
277,Charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored,Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,#Hopeful #SailorOfDreams,17,34,Australia,2022,10,30,11,51,Influencer,User_278,AU,Negative,X
278,A compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12,63,Influencer,User_279,CA,Negative,IG
279,Proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23,46,USA,2020,1,5,8,69,Influencer,User_280,US,Positive,X
280,Embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14,28,UK,2022,7,17,6,42,Regular User,User_281,UK,Negative,IG
281,A playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17,72,Influencer,User_282,AU,Negative,FB
282,Floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams,Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,#Inspired #CloudsOfCreativity,18,36,India,2021,12,8,14,54,Influencer,User_283,IN,Negative,X
283,Navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance,Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,#Contentment #TranquilWaters,20,40,Canada,2019,4,27,9,60,Influencer,User_284,CA,Negative,IG
284,With empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care,Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,#Empathetic #LanternOfCompassion,16,32,USA,2023,9,3,21,48,Regular User,User_285,US,Negative,FB
285,A free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities,Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,#FreeSpirit #WingsOfDreams,22,44,UK,2020,6,10,10,66,Influencer,User_286,UK,Negative,X
286,Bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart,Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19,38,Australia,2022,4,1,18,57,Influencer,User_287,AU,Negative,IG
287,Confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace,Confident,2021-01-15 13:00:00,DanceStrider,Facebook,#Confident #DanceOfLife,23,46,Canada,2021,1,15,13,69,Influencer,User_288,CA,Positive,FB
288,Hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities,Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,#Hopeful #BrighterTomorrows,15,30,India,2023,5,6,7,45,Regular User,User_289,IN,Negative,X
289,Playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air,Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25,50,USA,2019,11,18,15,75,Influencer,User_290,US,Negative,IG
290,Whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination,Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,#Inspired #TalesToTheStars,14,28,UK,2020,8,29,20,42,Regular User,User_291,UK,Negative,FB
291,Charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored,Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,#Hopeful #SailorOfDreams,17,34,Australia,2022,10,30,11,51,Influencer,User_292,AU,Negative,X
292,A compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12,63,Influencer,User_293,CA,Negative,IG
293,Proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23,46,USA,2020,1,5,8,69,Influencer,User_294,US,Positive,X
294,Embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14,28,India,2022,7,17,6,42,Regular User,User_295,IN,Negative,IG
295,A playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24,48,Australia,2018,8,22,17,72,Influencer,User_296,AU,Negative,FB
296,Drowning in the abyss of despair a heart shattered into fragments lost in the echoing silence of hopelessness,Despair,2021-09-15 16:00:00,ShatteredHeart,Instagram,#Despair #EchoingSilence,8,16,Canada,2021,9,15,16,24,Regular User,User_297,CA,Negative,IG
297,Bitterness festering like a venomous vine entwining the soul in a web of resentment poisoning the garden of peace,Bitterness,2019-03-08 14:20:00,VenomousSoul,Facebook,#Bitterness #ResentmentWeb,12,24,UK,2019,3,8,14,36,Regular User,User_298,UK,Negative,FB
298,Wandering through the desert of loneliness each step a heavy sigh mirages of connection shimmering but never materializing,Loneliness,2017-07-20 11:45:00,DesertWanderer,Twitter,#Loneliness #MiragesOfConnection,15,30,USA,2017,7,20,11,45,Regular User,User_299,US,Negative,X
299,Yearning for a touch thats not there echoes of a distant warmth haunting the heart in the cold embrace of solitude,Yearning,2020-11-02 19:30:00,ColdEmbrace,Instagram,#Yearning #DistantWarmth,10,20,Australia,2020,11,2,19,30,Regular User,User_300,AU,Negative,IG
300,Eyes wide open in the night fearful shadows dancing on the walls the mind a prisoner of imagined horrors,Fearful,2022-05-12 02:00:00,NightPrisoner,Facebook,#Fearful #ImaginedHorrors,18,36,India,2022,5,12,2,54,Influencer,User_301,IN,Negative,FB
301,Apprehensive steps on the tightrope of uncertainty a balancing act where the fall seems inevitable anxiety a constant companion,Apprehensive,2023-04-08 13:15:00,TightropeWalker,Twitter,#Apprehensive #BalancingAct,14,28,UK,2023,4,8,13,42,Regular User,User_302,UK,Negative,X
302,Overwhelmed by the weight of the world Atlas with trembling shoulders each responsibility a boulder in the landscape of exhaustion,Overwhelmed,2021-06-25 17:50:00,AtlasBearer,Instagram,#Overwhelmed #BouldersOfExhaustion,22,44,Canada,2021,6,25,17,66,Influencer,User_303,CA,Negative,IG
303,Jealousy a greeneyed monster lurking in the shadows casting a dark cloud over the sunshine of others success,Jealous,2019-08-30 10:10:00,GreenMonster,Facebook,#Jealous #GreenEyedMonster,16,32,USA,2019,8,30,10,48,Regular User,User_304,US,Negative,FB
304,Devastated by the storm of betrayal the wreckage of trust scattered like debris a heart torn by the winds of broken promises,Devastated,2022-08-03 15:30:00,StormSurvivor,Twitter,#Devastated #WindsOfBrokenPromises,25,50,Australia,2022,8,3,15,75,Influencer,User_305,AU,Negative,X
305,Frustrated fingers tapping on the keyboard a symphony of annoyance composing an unsolvable puzzle of unmet expectations,Frustrated,2020-12-17 09:20:00,PuzzleComposer,Instagram,#Frustrated #UnsolvablePuzzle,12,24,India,2020,12,17,9,36,Regular User,User_306,IN,Negative,IG
306,Envious eyes fixated on the gilded prize a heartache fueled by the painful desire for possessions that seem forever out of reach,Envious,2021-02-28 22:45:00,GildedHeartache,Facebook,#Envious #GildedPrize,20,40,USA,2021,2,28,22,60,Influencer,User_307,US,Negative,FB
307,Dismissive glances a fortress built with indifference walls impenetrable to the pleas of understanding and recognition,Dismissive,2018-05-10 14:00:00,IndifferentFort,Twitter,#Dismissive #ImpenetrableWalls,14,28,UK,2018,5,10,14,42,Regular User,User_308,UK,Negative,X
308,Shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration,Frustrated,2022-01-07 11:10:00,DreamMosaic,Instagram,#Frustrated #MosaicOfDisappointment,15,30,Canada,2022,1,7,11,45,Regular User,User_309,CA,Negative,IG
309,Loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne,Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18,36,Australia,2019,9,19,3,54,Influencer,User_310,AU,Negative,FB
310,Fearful whispers in the dark the mind haunted by the specter of the unknown shadows dancing to the rhythm of anxietys tune,Fearful,2023-07-14 23:00:00,DarkWhispers,Twitter,#Fearful #SpecterOfTheUnknown,13,26,UK,2023,7,14,23,39,Regular User,User_311,UK,Negative,X
311,Bitterness a bitter aftertaste lingering on the tongue each word a reminder of wounds that refuse to heal with the passing of time,Bitterness,2020-04-05 16:20:00,LingeringTaste,Instagram,#Bitterness #BitterAftertaste,10,20,India,2020,4,5,16,30,Regular User,User_312,IN,Negative,IG
312,Overwhelmed by the cacophony of expectations a drowning soul in the tempest of pressure struggling to stay afloat,Overwhelmed,2021-11-29 08:45:00,TempestSurvivor,Facebook,#Overwhelmed #DrowningSoul,20,40,USA,2021,11,29,8,60,Influencer,User_313,US,Negative,FB
313,Jealousy a venom that seeps through the veins poisoning the heart and turning it into a breeding ground for discontent,Jealous,2019-12-12 17:00:00,VenomousHeart,Twitter,#Jealous #HeartOfDiscontent,16,32,Australia,2019,12,12,17,48,Regular User,User_314,AU,Negative,X
314,Devastated by the revelation of betrayal the trust shattered like fragile glass leaving shards of pain in its wake,Devastated,2022-05-20 14:50:00,FragileTrust,Instagram,#Devastated #ShatteredTrust,25,50,Canada,2022,5,20,14,75,Influencer,User_315,CA,Negative,IG
315,Frustrated attempts to mend a broken connection the threads of understanding slipping through the fingers like grains of sand,Frustrated,2020-09-03 12:15:00,BrokenThreads,Facebook,#Frustrated #SlippingThreads,14,28,UK,2020,9,3,12,42,Regular User,User_316,UK,Negative,FB
316,Envious gazes cast upon the podium of success a bitter pill swallowed the taste lingering as a constant reminder of unattained heights,Envious,2021-02-10 19:30:00,SuccessPill,Twitter,#Envious #BitterPill,20,40,USA,2021,2,10,19,60,Influencer,User_317,US,Negative,X
317,Dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference,Dismissive,2018-08-18 14:40:00,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12,24,Australia,2018,8,18,14,36,Regular User,User_318,AU,Negative,IG
318,Despair like a heavy fog enveloping every thought blurring the path ahead a journey in the labyrinth of utter hopelessness,Despair,2022-02-28 21:00:00,FoggyLabyrinth,Facebook,#Despair #LabyrinthOfHopelessness,8,16,Canada,2022,2,28,21,24,Regular User,User_319,CA,Negative,FB
319,Bitterness a bitter chill in the air freezing moments into icicles of resentment that dangle precariously over the landscape of memory,Bitterness,2019-10-15 10:30:00,IcyResentment,Twitter,#Bitterness #IciclesOfResentment,15,30,UK,2019,10,15,10,45,Regular User,User_320,UK,Negative,X
320,Loneliness a solitary moon in a starless sky casting a cold glow on the landscape of isolation where echoes bounce in empty spaces,Loneliness,2017-12-01 18:50:00,SolitaryMoon,Instagram,#Loneliness #StarlessSky,18,36,USA,2017,12,1,18,54,Influencer,User_321,US,Negative,IG
321,Yearning for the warmth of a vanished sun a heartache painted in the hues of a sunset that never graced the horizon,Yearning,2020-04-18 16:15:00,VanishedSunset,Facebook,#Yearning #HuesOfSunset,10,20,Australia,2020,4,18,16,30,Regular User,User_322,AU,Negative,FB
322,Fearful eyes scanning the shadows a prisoner of the night terrorized by the lurking monsters born from the minds darkest corners,Fearful,2023-01-07 03:30:00,NightPrisoner,Twitter,#Fearful #LurkingMonsters,18,36,India,2023,1,7,3,54,Influencer,User_323,IN,Negative,X
323,Apprehensive whispers in the wind a forecast of uncertainty the minds weather vane spinning wildly in the storm of doubt,Apprehensive,2021-06-10 10:00:00,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14,28,Canada,2021,6,10,10,42,Regular User,User_324,CA,Negative,IG
324,Overwhelmed by the maze of expectations a minotaur of pressure lurking in the labyrinth waiting to devour the spirit of resilience,Overwhelmed,2020-02-22 15:20:00,MazeExplorer,Facebook,#Overwhelmed #MinotaurOfPressure,22,44,USA,2020,2,22,15,66,Influencer,User_325,US,Negative,FB
325,Jealousy a festering wound the pain intensifying with each glance at the garden of others achievements blooming beyond the fence,Jealous,2018-03-17 14:45:00,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16,32,UK,2018,3,17,14,48,Regular User,User_326,UK,Negative,X
326,Devastated a heart in ruins the echoes of shattered dreams reverberating in the chambers a requiem for what once was whole,Devastated,2022-10-28 11:15:00,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25,50,Australia,2022,10,28,11,75,Influencer,User_327,AU,Negative,IG
327,Frustrated attempts to untangle the knot of confusion the threads of understanding slipping further into the labyrinth of miscommunication,Frustrated,2020-11-01 12:30:00,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14,28,India,2020,11,1,12,42,Regular User,User_328,IN,Negative,FB
328,Envious eyes locked on the treasure chest of opportunities a heartache fueled by the desire for keys that seem forever elusive,Envious,2021-01-15 22:10:00,ElusiveKeys,Twitter,#Envious #DesireForKeys,20,40,USA,2021,1,15,22,60,Influencer,User_329,US,Negative,X
329,Dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference,Dismissive,2018-08-18 14:00:00,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12,24,Australia,2018,8,18,14,36,Regular User,User_330,AU,Negative,IG
330,Shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration,Frustrated,2022-01-07 11:10:00,DreamMosaic,Twitter,#Frustrated #MosaicOfDisappointment,15,30,Canada,2022,1,7,11,45,Regular User,User_331,CA,Negative,X
331,Loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne,Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18,36,Australia,2019,9,19,3,54,Influencer,User_332,AU,Negative,FB
332,Awestruck by the breathtaking sunrise over the mountains,Awe,2022-04-03 06:15:00,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28,55,USA,2022,4,3,6,83,Influencer,User_333,US,Negative,IG
333,Navigating through the challenges with determination,Determination,2023-10-12 10:30:00,GoalPursuer,Twitter,#Determination #Challenges,15,30,Canada,2023,10,12,10,45,Regular User,User_334,CA,Negative,X
334,Nostalgia hits while flipping through an old photo album,Nostalgia,2019-06-28 19:00:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22,45,UK,2019,6,28,19,67,Influencer,User_335,UK,Negative,FB
335,Thrilled to witness the grandeur of a cultural festival,Thrill,2020-09-15 14:45:00,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40,80,India,2020,9,15,14,120,Influencer,User_336,IN,Negative,IG
336,Calmness found in the rhythm of raindrops on the windowpane,Calmness,2017-11-08 21:20:00,RainWatcher,Twitter,#Calmness #RainyDays,18,35,Australia,2017,11,8,21,53,Influencer,User_337,AU,Negative,X
337,Overwhelmed by the support received during a personal challenge,Overwhelmed,2021-05-20 17:30:00,PersonalJourney,Facebook,#Overwhelmed #SupportiveCommunity,25,50,USA,2021,5,20,17,75,Influencer,User_338,US,Negative,FB
338,Excitement builds as the countdown to a longawaited vacation begins,Excitement,2023-01-10 12:00:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30,60,France,2023,1,10,12,90,Influencer,User_339,FR,Negative,IG
339,Reflecting on lifes journey grateful for the lessons learned,Gratitude,2018-12-05 08:45:00,LifeLearner,Twitter,#Gratitude #LifeLessons,35,70,Brazil,2018,12,5,8,105,Influencer,User_340,BR,Negative,X
340,Bittersweet emotions arise while bidding farewell to a dear friend,Bittersweet,2020-03-15 18:30:00,FarewellSender,Instagram,#Bittersweet #Farewell,20,40,Japan,2020,3,15,18,60,Influencer,User_341,JP,Negative,IG
341,Curiosity sparked by exploring a mysterious ancient ruin,Curiosity,2016-08-22 15:10:00,HistoryExplorer,Facebook,#Curiosity #AncientDiscovery,18,35,Greece,2016,8,22,15,53,Influencer,User_342,GR,Negative,FB
342,Admiration for the intricate details of a handcrafted masterpiece,Admiration,2019-08-20 16:00:00,CraftEnthusiast,Instagram,#Admiration #HandcraftedArt,25,50,USA,2019,8,20,16,75,Influencer,User_343,US,Negative,IG
343,Overjoyed by the warmth of a cozy fireplace on a winter evening,Overjoyed,2021-12-08 19:30:00,WinterLover,Twitter,#Overjoyed #WinterWarmth,18,35,Canada,2021,12,8,19,53,Influencer,User_344,CA,Negative,X
344,Inspiration strikes while observing the colors of a vibrant sunset,Inspiration,2020-06-10 20:45:00,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30,60,UK,2020,6,10,20,90,Influencer,User_345,UK,Negative,IG
345,Motivated to achieve fitness goals after an invigorating workout,Motivation,2022-02-28 07:15:00,FitnessJunkie,Facebook,#Motivation #FitnessGoals,40,80,Australia,2022,2,28,7,120,Influencer,User_346,AU,Negative,FB
346,Gratitude for the simple joys found in a cup of morning coffee,Gratitude,2017-04-15 08:00:00,CoffeeLover,Twitter,#Gratitude #MorningCoffee,22,45,India,2017,4,15,8,67,Influencer,User_347,IN,Negative,X
347,Feeling empowered after conquering a challenging hiking trail,Empowerment,2018-09-05 14:20:00,HikingExplorer,Instagram,#Empowerment #HikingAdventure,35,70,USA,2018,9,5,14,105,Influencer,User_348,US,Negative,IG
348,Amused by the antics of playful kittens during playtime,Amusement,2022-10-22 12:45:00,KittyObserver,Facebook,#Amusement #PlayfulKittens,15,30,Canada,2022,10,22,12,45,Regular User,User_349,CA,Negative,FB
349,Contemplating lifes mysteries under the starry night sky,Contemplation,2016-07-02 23:30:00,Stargazer,Twitter,#Contemplation #StarryNight,28,55,UK,2016,7,2,23,83,Influencer,User_350,UK,Negative,X
350,Joyful reunion with longlost friends after years of separation,JoyfulReunion,2020-11-18 17:10:00,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20,40,India,2020,11,18,17,60,Influencer,User_351,IN,Negative,IG
351,Excitement builds while preparing for a surprise celebration,Excitement,2023-03-05 15:00:00,CelebrationPlanner,Facebook,#Excitement #SurpriseCelebration,30,60,Australia,2023,3,5,15,90,Influencer,User_352,AU,Negative,FB
352,Satisfaction derived from successfully completing a DIY project,Satisfaction,2015-12-01 11:30:00,DIYEnthusiast,Twitter,#Satisfaction #DIYProject,25,50,USA,2015,12,1,11,75,Influencer,User_353,US,Negative,X
353,Feeling blessed for the supportive community in times of need,Blessed,2021-09-10 09:45:00,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18,35,UK,2021,9,10,9,53,Influencer,User_354,UK,Negative,IG
354,Captivated by the serenity of a tranquil garden in full bloom,Serenity,2018-05-12 14:20:00,GardenEnthusiast,Facebook,#Serenity #TranquilGarden,22,45,Canada,2018,5,12,14,67,Influencer,User_355,CA,Negative,FB
355,Anticipation for an upcoming adventure in an exotic destination,Anticipation,2022-07-25 10:00:00,Wanderlust,Twitter,#Anticipation #AdventureAwaits,40,80,India,2022,7,25,10,120,Influencer,User_356,IN,Negative,X
356,Reflecting on personal growth achieved through life experiences,Reflection,2019-03-08 18:30:00,GrowthSeeker,Instagram,#Reflection #PersonalGrowth,35,70,USA,2019,3,8,18,105,Influencer,User_357,US,Negative,IG
357,Nostalgic memories flood in while revisiting childhood favorites,Nostalgia,2017-01-28 21:15:00,ChildhoodMemories,Facebook,#Nostalgia #ChildhoodFavorites,20,40,Australia,2017,1,28,21,60,Influencer,User_358,AU,Negative,FB
358,Appreciation for the vibrant culture experienced during travel,Appreciation,2016-11-14 13:45:00,CultureExplorer,Twitter,#Appreciation #CulturalExperience,28,55,UK,2016,11,14,13,83,Influencer,User_359,UK,Negative,X
359,Confidence soars after overcoming public speaking anxiety,Confidence,2020-04-02 17:30:00,PublicSpeaker,Instagram,#Confidence #OvercomingAnxiety,15,30,USA,2020,4,2,17,45,Regular User,User_360,US,Negative,IG
360,Contentment in the midst of a family gathering filled with laughter,Contentment,2023-01-15 19:00:00,FamilyCelebration,Facebook,#Contentment #FamilyLaughter,25,50,Canada,2023,1,15,19,75,Influencer,User_361,CA,Negative,FB
361,Enthusiasm for learning new skills and expanding knowledge,Enthusiasm,2018-08-07 12:15:00,LifelongLearner,Twitter,#Enthusiasm #SkillBuilding,30,60,India,2018,8,7,12,90,Influencer,User_362,IN,Negative,X
362,Surprise and delight at discovering a hidden gem in the city,Surprise,2019-10-18 16:45:00,CityExplorer,Instagram,#Surprise #HiddenGem,18,35,UK,2019,10,18,16,53,Influencer,User_363,UK,Negative,IG
363,A sense of accomplishment after completing a challenging workout,Accomplishment,2022-06-30 07:00:00,FitnessAchiever,Facebook,#Accomplishment #FitnessSuccess,22,45,Australia,2022,6,30,7,67,Influencer,User_364,AU,Negative,FB
364,Wonderment at the beauty of a double rainbow after the rain,Wonderment,2017-06-12 18:20:00,RainbowChaser,Twitter,#Wonderment #DoubleRainbow,35,70,USA,2017,6,12,18,105,Influencer,User_365,US,Negative,X
365,Optimism for a bright future amidst challenging times,Optimism,2021-07-05 09:30:00,FutureOptimist,Instagram,#Optimism #BrightFuture,20,40,Canada,2021,7,5,9,60,Influencer,User_366,CA,Negative,IG
366,Pride in achieving a personal milestone in career progression,Pride,2016-04-15 14:50:00,CareerAchiever,Facebook,#Pride #CareerMilestone,28,55,UK,2016,4,15,14,83,Influencer,User_367,UK,Negative,FB
367,Happiness blooms like flowers in a garden on a sunny day,Happiness,2020-02-10 11:15:00,SunnyDayEnthusiast,Twitter,#Happiness #SunnyDay,15,30,India,2020,2,10,11,45,Regular User,User_368,IN,Positive,X
368,Elation over discovering a rare book in a quaint bookstore,Elation,2018-09-22 16:30:00,Bookworm,Instagram,#Elation #RareBookDiscovery,40,80,USA,2018,9,22,16,120,Influencer,User_369,US,Negative,IG
369,Curiosity piqued by the mysteries of an ancient archaeological site,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Facebook,#Curiosity #AncientMysteries,18,35,Australia,2015,11,8,10,53,Influencer,User_370,AU,Negative,FB
370,Mesmerized by the cosmic dance of fireflies on a moonlit night,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,#Enchantment #CosmicFireflies,25,50,Brazil,2022,8,10,22,75,Influencer,User_371,BR,Negative,IG
371,Intrigued by the symphony of colors in an abstract art exhibition,Intrigue,2019-04-05 17:30:00,ArtConnoisseur,Twitter,#Intrigue #AbstractArt,18,35,France,2019,4,5,17,53,Influencer,User_372,FR,Negative,X
372,Giggles and joy echo in the air during a childrens playdate,PlayfulJoy,2020-12-15 15:45:00,PlayfulParent,Facebook,#PlayfulJoy #ChildrensPlaydate,22,45,Japan,2020,12,15,15,67,Influencer,User_373,JP,Negative,FB
373,Enveloped in serenity while practicing mindfulness by the lake,Mindfulness,2017-10-20 08:15:00,ZenSeeker,Instagram,#Mindfulness #LakeTranquility,35,70,Canada,2017,10,20,8,105,Influencer,User_374,CA,Negative,IG
374,Chasing dreams like a kite soaring high in the vast open sky,DreamChaser,2021-02-28 13:00:00,SkyDreamer,Twitter,#DreamChaser #SkyHighDreams,30,60,Australia,2021,2,28,13,90,Influencer,User_375,AU,Negative,X
375,Spellbound by the elegance of a ballroom dance under crystal chandeliers,Elegance,2018-06-12 20:30:00,DanceEnthusiast,Facebook,#Elegance #BallroomDance,28,55,UK,2018,6,12,20,83,Influencer,User_376,UK,Negative,FB
376,Whimsical delight in a world of fairy tales and magical creatures,Whimsy,2016-03-08 14:20:00,FairyTaleExplorer,Instagram,#Whimsy #MagicalWorld,20,40,USA,2016,3,8,14,60,Influencer,User_377,US,Negative,IG
377,Pensive contemplation amid the ancient ruins of a forgotten civilization,Pensive,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Pensive #AncientCivilization,18,35,Greece,2023,4,18,17,53,Influencer,User_378,GR,Negative,X
378,Embracing the thrill of speed on a rollercoasters exhilarating twists,Thrill,2020-07-25 12:45:00,RollercoasterFan,Facebook,#Thrill #RollercoasterAdventure,22,45,Germany,2020,7,25,12,67,Influencer,User_379,DE,Negative,FB
379,Harmony resonates as musicians play a melody of unity and togetherness,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35,70,Sweden,2019,11,30,19,105,Influencer,User_380,SE,Negative,IG
380,A burst of creativity in the quiet solitude of an artists studio,Creativity,2015-09-01 16:00:00,StudioArtist,Twitter,#Creativity #ArtistsHaven,15,30,Italy,2015,9,1,16,45,Regular User,User_381,IT,Negative,X
381,Radiant joy akin to blooming flowers on a sunkissed spring morning,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25,50,Netherlands,2022,5,5,10,75,Influencer,User_382,NL,Negative,FB
